Symbol|Security Name|Market Category|Test Issue|Financial Status|Round Lot Size|ETF|NextShares
FATE|Fate Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
FATP|Fat Projects Acquisition Corp - Class A Ordinary Share|G|N|D|100|N|N
FATPU|Fat Projects Acquisition Corp - Unit|G|N|D|100|N|N
FATPW|Fat Projects Acquisition Corp - Warrant|G|N|D|100|N|N
FAZE|FaZe Holdings Inc. - Common Stock|S|N|D|100|N|N
FAZEW|FaZe Holdings Inc. - Warrant|S|N|N|100|N|N
FBIO|Fortress Biotech, Inc. - Common Stock|S|N|D|100|N|N
FBIOP|Fortress Biotech, Inc. - 9.375% Series A Cumulative Redeemable Perpetual Preferred Stock|S|N|N|100|N|N
FBIZ|First Business Financial Services, Inc. - Common Stock|Q|N|N|100|N|N
FBL|GraniteShares 1.5x Long Meta Daily ETF|G|N|N|100|Y|N
FBMS|The First Bancshares, Inc. - Common Stock|G|N|N|100|N|N
FBNC|First Bancorp - Common Stock|Q|N|N|100|N|N
FBOT|Fidelity Disruptive Automation ETF|G|N|N|100|Y|N
FBRX|Forte Biosciences, Inc.  - Common Stock|S|N|N|100|N|N
FBZ|First Trust Brazil AlphaDEX Fund|G|N|N|100|Y|N
FCA|First Trust China AlphaDEX Fund|G|N|N|100|Y|N
FCAL|First Trust California Municipal High income ETF|G|N|N|100|Y|N
FCAP|First Capital, Inc. - Common Stock|S|N|N|100|N|N
FCBC|First Community Bankshares, Inc. - Common Stock|Q|N|N|100|N|N
FCCO|First Community Corporation - Common Stock|S|N|N|100|N|N
FCEF|First Trust Income Opportunities ETF|G|N|N|100|Y|N
FCEL|FuelCell Energy, Inc. - Common Stock|G|N|N|100|N|N
FCFS|FirstCash Holdings, Inc. - Common Stock|Q|N|N|100|N|N
FCNCA|First Citizens BancShares, Inc. - Class A Common Stock|Q|N|N|100|N|N
FCNCO|First Citizens BancShares, Inc. - 5.625% Non-Cumulative Perpetual Preferred Stock, Series C|Q|N|N|100|N|N
FCNCP|First Citizens BancShares, Inc. - Depositary Shares Each Representing a 1/40th Interest in a Share of 5.375% Non-Cumulative Perpetual Preferred Stock, Series A|Q|N|N|100|N|N
FCUV|Focus Universal Inc. - Common Stock|G|N|N|100|N|N
FCVT|First Trust SSI Strategic Convertible Securities ETF|G|N|N|100|Y|N
FDBC|Fidelity D & D Bancorp, Inc. - Common Stock|G|N|N|100|N|N
FDCF|Fidelity Disruptive Communications ETF|G|N|N|100|Y|N
FDFF|Fidelity Disruptive Finance ETF|G|N|N|100|Y|N
FDIF|Fidelity Disruptors ETF|G|N|N|100|Y|N
FDIG|Fidelity Crypto Industry and Digital Payments ETF|G|N|N|100|Y|N
FDMT|4D Molecular Therapeutics, Inc. - Common Stock|Q|N|N|100|N|N
FDNI|First Trust Dow Jones International Internet ETF|G|N|N|100|Y|N
FDT|First Trust Developed Markets Ex-US AlphaDEX Fund|G|N|N|100|Y|N
FDTS|First Trust Developed Markets ex-US Small Cap AlphaDEX Fund|G|N|N|100|Y|N
FDTX|Fidelity Disruptive Technology ETF|G|N|N|100|Y|N
FDUS|Fidus Investment Corporation - Closed End Fund|Q|N|N|100|N|N
FEAM|5E Advanced Materials, Inc. - Common Stock|Q|N|N|100|N|N
FEIM|Frequency Electronics, Inc. - Common Stock|G|N|N|100|N|N
FELE|Franklin Electric Co., Inc. - Common Stock|Q|N|N|100|N|N
FEM|First Trust Emerging Markets AlphaDEX Fund|G|N|N|100|Y|N
FEMB|First Trust Emerging Markets Local Currency Bond ETF|G|N|N|100|Y|N
FEMS|First Trust Emerging Markets Small Cap AlphaDEX Fund|G|N|N|100|Y|N
FEMY|Femasys Inc. - Common Stock|S|N|D|100|N|N
FENC|Fennec Pharmaceuticals Inc. - Common Stock|S|N|N|100|N|N
FEP|First Trust Europe AlphaDEX Fund|G|N|N|100|Y|N
FEUZ|First Trust Eurozone AlphaDEX ETF|G|N|N|100|Y|N
FEX|First Trust Large Cap Core AlphaDEX Fund|G|N|N|100|Y|N
FEXD|Fintech Ecosystem Development Corp. - Class A Common Stock|G|N|N|100|N|N
FEXDR|Fintech Ecosystem Development Corp. - Right|G|N|N|100|N|N
FEXDU|Fintech Ecosystem Development Corp. - Units|G|N|N|100|N|N
FEXDW|Fintech Ecosystem Development Corp. - Warrant|G|N|N|100|N|N
FFBC|First Financial Bancorp. - Common Stock|Q|N|N|100|N|N
FFIC|Flushing Financial Corporation - Common Stock|Q|N|N|100|N|N
FFIE|Faraday Future Intelligent Electric Inc. - Common Stock|S|N|D|100|N|N
FFIEW|Faraday Future Intelligent Electric Inc. - Warrant|S|N|N|100|N|N
FFIN|First Financial Bankshares, Inc. - Common Stock|Q|N|N|100|N|N
FFIV|F5, Inc. - Common Stock|Q|N|N|100|N|N
FFNW|First Financial Northwest, Inc. - Common Stock|Q|N|N|100|N|N
FFWM|First Foundation Inc. - Common Stock|G|N|N|100|N|N
FGBI|First Guaranty Bancshares, Inc. - Common Stock|G|N|N|100|N|N
FGBIP|First Guaranty Bancshares, Inc. - 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock|G|N|N|100|N|N
FGEN|FibroGen, Inc - Common Stock|Q|N|N|100|N|N
FGF|FG Financial Group, Inc.  - Common Stock|G|N|N|100|N|N
FGFPP|FG Financial Group, Inc.  - 8.00% Cumulative Series A Preferred Stock|G|N|N|100|N|N
FGI|FGI Industries Ltd. - Ordinary Shares|S|N|N|100|N|N
FGIWW|FGI Industries Ltd. - warrant|S|N|N|100|N|N
FGM|First Trust Germany AlphaDEX Fund|G|N|N|100|Y|N
FGMC|FG Merger Corp. - Common Stock|G|N|N|100|N|N
FGMCU|FG Merger Corp. - Unit|G|N|N|100|N|N
FGMCW|FG Merger Corp. - Warrant|G|N|N|100|N|N
FHB|First Hawaiian, Inc. - Common Stock|Q|N|N|100|N|N
FHLT|Future Health ESG Corp. - Common stock|S|N|D|100|N|N
FHLTU|Future Health ESG Corp. - Unit|S|N|N|100|N|N
FHLTW|Future Health ESG Corp. - Warrant|S|N|N|100|N|N
FHTX|Foghorn Therapeutics Inc. - Common Stock|G|N|N|100|N|N
FIAC|Focus Impact Acquisition Corp. - Class A Common Stock|G|N|N|100|N|N
FIACU|Focus Impact Acquisition Corp. - Unit|G|N|N|100|N|N
FIACW|Focus Impact Acquisition Corp. - Warrant|G|N|N|100|N|N
FIBK|First Interstate BancSystem, Inc. - Common Stock|Q|N|N|100|N|N
FICS|First Trust International Developed Capital Strength ETF|G|N|N|100|Y|N
FICV|Frontier Investment Corp - Class A Ordinary Shares|S|N|N|100|N|N
FICVU|Frontier Investment Corp - Units|S|N|N|100|N|N
FICVW|Frontier Investment Corp - Warrants|S|N|N|100|N|N
FID|First Trust S&P International Dividend Aristocrats ETF|G|N|N|100|Y|N
FINW|FinWise Bancorp - Common Stock|G|N|N|100|N|N
FINX|Global X FinTech ETF|G|N|N|100|Y|N
FIP|FTAI Infrastructure Inc. - Common Stock|Q|N|N|100|N|N
FISI|Financial Institutions, Inc. - Common Stock|Q|N|N|100|N|N
FITB|Fifth Third Bancorp - Common Stock|Q|N|N|100|N|N
FITBI|Fifth Third Bancorp - Depositary Share repstg 1/1000th Ownership Interest Perp Pfd Series I|Q|N|N|100|N|N
FITBO|Fifth Third Bancorp - Depositary Shares each representing a 1/1000th ownership interest in a share of Non-Cumulative Perpetual Preferred Stock, Series K|Q|N|N|100|N|N
FITBP|Fifth Third Bancorp - Depositary Shares each representing 1/40th share of Fifth Third 6.00% Non-Cumulative Perpetual Class B Preferred Stock, Series A|Q|N|N|100|N|N
FIVE|Five Below, Inc. - Common Stock|Q|N|N|100|N|N
FIVN|Five9, Inc. - Common Stock|G|N|N|100|N|N
FIVR|Strategy Shares Nasdaq 5HANDL Index ETF|G|N|N|100|Y|N
FIXD|First Trust TCW Opportunistic Fixed Income ETF|G|N|N|100|Y|N
FIXT|Procure Disaster Recovery Strategy ETF|G|N|N|100|Y|N
FIXX|Homology Medicines, Inc. - Common Stock|Q|N|N|100|N|N
FIZZ|National Beverage Corp. - Common Stock|Q|N|N|100|N|N
FJP|First Trust Japan AlphaDEX Fund|G|N|N|100|Y|N
FKU|First Trust United Kingdom AlphaDEX Fund|G|N|N|100|Y|N
FKWL|Franklin Wireless Corp. - common stock|S|N|N|100|N|N
FLEX|Flex Ltd. - Ordinary Shares|Q|N|N|100|N|N
FLFV|Feutune Light Acquisition Corporation - Class A Common Stock|G|N|N|100|N|N
FLFVR|Feutune Light Acquisition Corporation - Right|G|N|N|100|N|N
FLFVU|Feutune Light Acquisition Corporation - Unit|G|N|N|100|N|N
FLFVW|Feutune Light Acquisition Corporation - Warrant|G|N|N|100|N|N
FLGC|Flora Growth Corp. - Common Stock|S|N|N|100|N|N
FLGT|Fulgent Genetics, Inc. - Common Stock|G|N|N|100|N|N
FLIC|The First of Long Island Corporation - Common Stock|S|N|N|100|N|N
FLJ|FLJ Group Limited - American Depositary Shares|G|N|N|100|N|N
FLL|Full House Resorts, Inc. - Common Stock|S|N|N|100|N|N
FLN|First Trust Latin America AlphaDEX Fund|G|N|N|100|Y|N
FLNC|Fluence Energy, Inc. - Class A Common Stock|Q|N|N|100|N|N
FLNT|Fluent, Inc. - Common Stock|G|N|D|100|N|N
FLUX|Flux Power Holdings, Inc. - Common Stock|S|N|N|100|N|N
FLWS|1-800-FLOWERS.COM, Inc. - Class A Common Stock|Q|N|N|100|N|N
FLXS|Flexsteel Industries, Inc. - Common Stock|Q|N|N|100|N|N
FLYW|Flywire Corporation - Voting Common Stock|Q|N|N|100|N|N
FMAO|Farmers & Merchants Bancorp, Inc. - Common Stock|S|N|N|100|N|N
FMB|First Trust Managed Municipal ETF|G|N|N|100|Y|N
FMBH|First Mid Bancshares, Inc. - Common Stock|G|N|N|100|N|N
FMED|Fidelity Disruptive Medicine ETF|G|N|N|100|Y|N
FMET|Fidelity Metaverse ETF|G|N|N|100|Y|N
FMHI|First Trust Municipal High Income ETF|G|N|N|100|Y|N
FMIV|Forum Merger IV Corporation - Class A Common stock|S|N|N|100|N|N
FMIVU|Forum Merger IV Corporation - Unit|S|N|N|100|N|N
FMIVW|Forum Merger IV Corporation - Warrant|S|N|N|100|N|N
FMNB|Farmers National Banc Corp. - Common Stock|S|N|N|100|N|N
FNCB|FNCB Bancorp Inc. - Common Stock|S|N|N|100|N|N
FNCH|Finch Therapeutics Group, Inc. - Common Stock|Q|N|N|100|N|N
FNGR|FingerMotion, Inc. - common stock|S|N|N|100|N|N
FNK|First Trust Mid Cap Value AlphaDEX Fund|G|N|N|100|Y|N
FNKO|Funko, Inc. - Class A Common Stock|Q|N|N|100|N|N
FNLC|First Bancorp, Inc (ME) - Common Stock|Q|N|N|100|N|N
FNVT|Finnovate Acquisition Corp. - Class A Ordinary Shares|G|N|N|100|N|N
FNVTU|Finnovate Acquisition Corp. - Units|G|N|N|100|N|N
FNVTW|Finnovate Acquisition Corp. - Warrants|G|N|N|100|N|N
FNWB|First Northwest Bancorp - Common Stock|G|N|N|100|N|N
FNWD|Finward Bancorp - common stock|S|N|N|100|N|N
FNX|First Trust Mid Cap Core AlphaDEX Fund|G|N|N|100|Y|N
FNY|First Trust Mid Cap Growth AlphaDEX Fund|G|N|N|100|Y|N
FOCS|Focus Financial Partners Inc. - Common Stock|Q|N|N|100|N|N
FOLD|Amicus Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
FONR|Fonar Corporation - Common Stock|S|N|N|100|N|N
FORA|Forian Inc. - Common Stock|S|N|N|100|N|N
FORD|Forward Industries, Inc. - Common Stock|S|N|N|100|N|N
FORL|Four Leaf Acquisition Corporation - Class A Common Stock|S|N|E|100|N|N
FORLU|Four Leaf Acquisition Corporation - Unit|S|N|E|100|N|N
FORLW|Four Leaf Acquisition Corporation - Warrants|S|N|E|100|N|N
FORM|FormFactor, Inc. - Common Stock|Q|N|N|100|N|N
FORR|Forrester Research, Inc. - Common Stock|Q|N|N|100|N|N
FORTY|Formula Systems (1985) Ltd. - American Depositary Shares|Q|N|N|100|N|N
FOSL|Fossil Group, Inc. - Common Stock|Q|N|N|100|N|N
FOSLL|Fossil Group, Inc. - 7% Senior Notes due 2026|Q|N|N|100|N|N
FOX|Fox Corporation - Class B Common Stock|Q|N|N|100|N|N
FOXA|Fox Corporation - Class A Common Stock|Q|N|N|100|N|N
FOXF|Fox Factory Holding Corp. - Common Stock|Q|N|N|100|N|N
FPA|First Trust Asia Pacific Ex-Japan AlphaDEX Fund|G|N|N|100|Y|N
FPAY|FlexShopper, Inc. - Common Stock|S|N|N|100|N|N
FPXE|First Trust IPOX Europe Equity Opportunities ETF|G|N|N|100|Y|N
FPXI|First Trust International Equity Opportunities ETF|G|N|N|100|Y|N
FRAF|Franklin Financial Services Corporation - Common Stock|S|N|N|100|N|N
FRBA|First Bank  - Common Stock|G|N|N|100|N|N
FRBK|Republic First Bancorp, Inc. - Common Stock|G|N|H|100|N|N
FRBN|Forbion European Acquisition Corp. - Class A Ordinary Shares|G|N|N|100|N|N
FRBNU|Forbion European Acquisition Corp. - Units|G|N|N|100|N|N
FRBNW|Forbion European Acquisition Corp. - Warrants|G|N|N|100|N|N
FREE|Whole Earth Brands, Inc. - Class A Common Stock|S|N|N|100|N|N
FREEW|Whole Earth Brands, Inc. - Warrant|S|N|N|100|N|N
FREQ|Frequency Therapeutics, Inc. - Common Stock|Q|N|D|100|N|N
FRES|Fresh2 Group Limited - American Depositary Shares|S|N|D|100|N|N
FRG|Franchise Group, Inc. - Common Stock|G|N|N|100|N|N
FRGAP|Franchise Group, Inc. - 7.50% Series A Cumulative Perpetual Preferred Stock|G|N|N|100|N|N
FRGI|Fiesta Restaurant Group, Inc. - Common Stock|Q|N|N|100|N|N
FRGT|Freight Technologies, Inc. - Ordinary Shares|S|N|N|100|N|N
FRHC|Freedom Holding Corp. - Common Stock|S|N|E|100|N|N
FRLA|Fortune Rise Acquisition Corporation - Class A Common Stock|G|N|N|100|N|N
FRLAU|Fortune Rise Acquisition Corporation - Units|G|N|N|100|N|N
FRLAW|Fortune Rise Acquisition Corporation - Warrant|G|N|N|100|N|N
FRLN|Freeline Therapeutics Holdings plc - ADSs|S|N|N|100|N|N
FRME|First Merchants Corporation - Common Stock|Q|N|N|100|N|N
FRMEP|First Merchants Corporation - Depository Shares, each representing a 1/100th interest in a share of 7.50% Non-Cumulative Perpetual Preferred Stock, A|Q|N|N|100|N|N
FROG|JFrog Ltd. - Ordinary shares|Q|N|N|100|N|N
FRPH|FRP Holdings, Inc. - Common Stock|Q|N|N|100|N|N
FRPT|Freshpet, Inc. - Common Stock|G|N|N|100|N|N
FRSH|Freshworks Inc. - Class A Common Stock|Q|N|N|100|N|N
FRST|Primis Financial Corp. - Common Stock|G|N|N|100|N|N
FRSX|Foresight Autonomous Holdings Ltd. - American Depositary Shares|S|N|N|100|N|N
FRTX|Fresh Tracks Therapeutics, Inc. - Common Stock|S|N|D|100|N|N
FRZA|Forza X1, Inc. - Common Stock|S|N|N|100|N|N
FSBC|Five Star Bancorp - Common Stock|Q|N|N|100|N|N
FSBW|FS Bancorp, Inc. - Common Stock|S|N|N|100|N|N
FSEA|First Seacoast Bancorp, Inc. - Common Stock|S|N|N|100|N|N
FSFG|First Savings Financial Group, Inc. - Common Stock|S|N|N|100|N|N
FSLR|First Solar, Inc. - Common Stock|Q|N|N|100|N|N
FSRX|FinServ Acquisition Corp. II - Class A Common Stock|S|N|N|100|N|N
FSRXU|FinServ Acquisition Corp. II - Unit|S|N|N|100|N|N
FSRXW|FinServ Acquisition Corp. II - Warrant|S|N|N|100|N|N
FSTR|L.B. Foster Company - Common Stock|Q|N|N|100|N|N
FSV|FirstService Corporation - Common Shares|Q|N|N|100|N|N
FSZ|First Trust Switzerland AlphaDEX Fund|G|N|N|100|Y|N
FTA|First Trust Large Cap Value AlphaDEX Fund|G|N|N|100|Y|N
FTAG|First Trust Indxx Global Agriculture ETF|G|N|N|100|Y|N
FTAI|FTAI Aviation Ltd. - Common Stock|Q|N|N|100|N|N
FTAIM|FTAI Aviation Ltd. - 9.500% Fixed-Rate Reset Series D Cumulative Perpetual Redeemable Preferred Shares|Q|N|N|100|N|N
FTAIN|FTAI Aviation Ltd. - 8.25% Fixed-Rate Reset Series C Cumulative Perpetual Redeemable Preferred Shares|Q|N|N|100|N|N
FTAIO|FTAI Aviation Ltd. - 8.00% Fixed-to-Floating Rate Series B Cumulative Perpetual Redeemable Preferred Shares|Q|N|N|100|N|N
FTAIP|FTAI Aviation Ltd. - 8.25% Fixed-to-Floating Rate Series A Cumulative Perpetual Redeemable Preferred Shares|Q|N|N|100|N|N
FTC|First Trust Large Cap Growth AlphaDEX Fund|G|N|N|100|Y|N
FTCI|FTC Solar, Inc. - Common Stock|G|N|N|100|N|N
FTCS|First Trust Capital Strength ETF|G|N|N|100|Y|N
FTDR|Frontdoor, Inc. - Common Stock|Q|N|N|100|N|N
FTDS|First Trust Dividend Strength ETF|G|N|N|100|Y|N
FTEK|Fuel Tech, Inc. - Common Stock|S|N|N|100|N|N
FTFT|Future FinTech Group Inc. - Common Stock|S|N|N|100|N|N
FTGC|First Trust Global Tactical Commodity Strategy Fund|G|N|N|100|Y|N
FTGS|First Trust Growth Strength ETF|G|N|N|100|Y|N
FTHI|First Trust BuyWrite Income ETF|G|N|N|100|Y|N
FTHM|Fathom Holdings Inc. - Common Stock|S|N|N|100|N|N
FTII|FutureTech II Acquisition Corp. - Class A Common Stock|G|N|N|100|N|N
FTIIU|FutureTech II Acquisition Corp. - Unit|G|N|N|100|N|N
FTIIW|FutureTech II Acquisition Corp. - Warrant|G|N|N|100|N|N
FTNT|Fortinet, Inc. - Common Stock|Q|N|N|100|N|N
FTQI|First Trust Nasdaq BuyWrite Income ETF|G|N|N|100|Y|N
FTREV|Fortrea Holdings Inc. - Common Stock When Issued|Q|N|N|100|N|N
FTRI|First Trust Indxx Global Natural Resources Income ETF|G|N|N|100|Y|N
FTSL|First Trust Senior Loan Fund|G|N|N|100|Y|N
FTSM|First Trust Enhanced Short Maturity ETF|G|N|N|100|Y|N
FTXG|First Trust Nasdaq Food & Beverage ETF|G|N|N|100|Y|N
FTXH|First Trust Nasdaq Pharmaceuticals ETF|G|N|N|100|Y|N
FTXL|First Trust Nasdaq Semiconductor ETF|G|N|N|100|Y|N
FTXN|First Trust Nasdaq Oil & Gas ETF|G|N|N|100|Y|N
FTXO|First Trust Nasdaq Bank ETF|G|N|N|100|Y|N
FTXR|First Trust Nasdaq Transportation ETF|G|N|N|100|Y|N
FULC|Fulcrum Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
FULT|Fulton Financial Corporation - Common Stock|Q|N|N|100|N|N
FULTP|Fulton Financial Corporation - Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock, Series A|Q|N|N|100|N|N
FUNC|First United Corporation - Common Stock|Q|N|N|100|N|N
FUND|Sprott Focus Trust, Inc. - Closed End Fund|Q|N|N|100|N|N
FUSB|First US Bancshares, Inc. - Common Stock|S|N|N|100|N|N
FUSN|Fusion Pharmaceuticals Inc. - Common Shares|Q|N|N|100|N|N
FUTU|Futu Holdings Limited - American Depositary Shares|G|N|N|100|N|N
FUV|Arcimoto, Inc. - Common Stock|G|N|N|100|N|N
FV|First Trust Dorsey Wright Focus 5 ETF|G|N|N|100|Y|N
FVC|First Trust Dorsey Wright Dynamic Focus 5 ETF|G|N|N|100|Y|N
FVCB|FVCBankcorp, Inc. - Common Stock|S|N|N|100|N|N
FWAC|Fifth Wall Acquisition Corp. III - Class A Ordinary Shares|S|N|D|100|N|N
FWBI|First Wave BioPharma, Inc. - Common Stock|S|N|N|100|N|N
FWONA|Liberty Media Corporation - Series A Liberty Formula One Common Stock|Q|N|N|100|N|N
FWONK|Liberty Media Corporation - Series C Liberty Formula One Common Stock|Q|N|N|100|N|N
FWRD|Forward Air Corporation - Common Stock|Q|N|N|100|N|N
FWRG|First Watch Restaurant Group, Inc. - Common Stock|Q|N|N|100|N|N
FXNC|First National Corporation - Common Stock|S|N|N|100|N|N
FYBR|Frontier Communications Parent, Inc. - Common Stock|Q|N|N|100|N|N
FYC|First Trust Small Cap Growth AlphaDEX Fund|G|N|N|100|Y|N
FYT|First Trust Small Cap Value AlphaDEX Fund|G|N|N|100|Y|N
FYX|First Trust Small Cap Core AlphaDEX Fund|G|N|N|100|Y|N
GABC|German American Bancorp, Inc. - Common Stock|Q|N|N|100|N|N
GAIA|Gaia, Inc. - Class A Common Stock|G|N|N|100|N|N
GAIN|Gladstone Investment Corporation - Business Development Company|Q|N|N|100|N|N
GAINL|Gladstone Investment Corporation - 8.00% Notes due 2028|Q|N|N|100|N|N
GAINN|Gladstone Investment Corporation - 5.00% Notes Due 2026|Q|N|N|100|N|N
GAINZ|Gladstone Investment Corporation - 4.875% Notes due 2028|Q|N|N|100|N|N
GALT|Galectin Therapeutics Inc. - Common Stock|S|N|N|100|N|N
GAMB|Gambling.com Group Limited - Ordinary Shares|G|N|N|100|N|N
GAMC|Golden Arrow Merger Corp. - Class A Common Stock|S|N|N|100|N|N
GAMCU|Golden Arrow Merger Corp. - Unit|S|N|N|100|N|N
GAMCW|Golden Arrow Merger Corp. - Warrant|S|N|N|100|N|N
GAME|GameSquare Holdings, Inc. - Common stock|S|N|N|100|N|N
GAN|GAN Limited - Ordinary Shares|S|N|N|100|N|N
GANX|Gain Therapeutics, Inc. - Common Stock|G|N|N|100|N|N
GASS|StealthGas, Inc. - common stock|Q|N|N|100|N|N
GATE|Marblegate Acquisition Corp. - Class A Common Stock|G|N|D|100|N|N
GATEU|Marblegate Acquisition Corp. - Unit|G|N|D|100|N|N
GATEW|Marblegate Acquisition Corp. - Warrant|G|N|D|100|N|N
GBBK|Global Blockchain Acquisition Corp. - Common Stock|G|N|N|100|N|N
GBBKR|Global Blockchain Acquisition Corp. - Right|G|N|N|100|N|N
GBBKW|Global Blockchain Acquisition Corp. - Warrant|G|N|N|100|N|N
GBDC|Golub Capital BDC, Inc. - Closed End Fund|Q|N|N|100|N|N
GBIO|Generation Bio Co. - Common stock|Q|N|N|100|N|N
GBNH|Greenbrook TMS Inc. - Common Shares|S|N|D|100|N|N
GBNY|Generations Bancorp NY, Inc. - Common Stock|S|N|N|100|N|N
GCBC|Greene County Bancorp, Inc. - Common Stock|S|N|N|100|N|N
GCMG|GCM Grosvenor Inc. - Class A Common Stock|G|N|N|100|N|N
GCMGW|GCM Grosvenor Inc. - Warrant|G|N|N|100|N|N
GCT|GigaCloud Technology Inc - Class A Ordinary Shares|G|N|N|100|N|N
GCTK|GlucoTrack, Inc. - Common Stock|S|N|D|100|N|N
GDC|GD Culture Group Limited - Common Stock|S|N|N|100|N|N
GDEN|Golden Entertainment, Inc. - Common Stock|G|N|N|100|N|N
GDEV|GDEV Inc. - Ordinary Shares|G|N|N|100|N|N
GDEVW|GDEV Inc. - Warrant|G|N|N|100|N|N
GDHG|Golden Heaven Group Holdings Ltd.  - Ordinary shares|S|N|N|100|N|N
GDNR|Gardiner Healthcare Acquisitions Corp. - Common Stock|G|N|H|100|N|N
GDNRU|Gardiner Healthcare Acquisitions Corp. - Unit|G|N|H|100|N|N
GDNRW|Gardiner Healthcare Acquisitions Corp. - Warrant|G|N|H|100|N|N
GDRX|GoodRx Holdings, Inc. - Class A Common Stock|Q|N|N|100|N|N
GDS|GDS Holdings Limited - American Depositary Shares|G|N|N|100|N|N
GDST|Goldenstone Acquisition Limited - Common Stock|S|N|N|100|N|N
GDSTR|Goldenstone Acquisition Limited - Rights|S|N|N|100|N|N
GDSTU|Goldenstone Acquisition Limited - Units|S|N|N|100|N|N
GDSTW|Goldenstone Acquisition Limited - Warrants|S|N|N|100|N|N
GDTC|CytoMed Therapeutics Limited - Ordinary Shares|S|N|N|100|N|N
GDYN|Grid Dynamics Holdings, Inc. - Class A Common Stock|S|N|N|100|N|N
GECC|Great Elm Capital Corp. - Closed End Fund|G|N|N|100|N|N
GECCM|Great Elm Capital Corp. - 6.75% Notes Due 2025|G|N|N|100|N|N
GECCN|Great Elm Capital Corp. - Notes|G|N|N|100|N|N
GECCO|Great Elm Capital Corp. - 5.875% Notes due 2026|G|N|N|100|N|N
GEG|Great Elm Group, Inc.  - Common Stock|Q|N|N|100|N|N
GEGGL|Great Elm Group, Inc.  - 7.25% Notes due 2027|G|N|N|100|N|N
GEHC|GE HealthCare Technologies Inc. - Common Stock|Q|N|N|100|N|N
GEN|Gen Digital Inc. - Common Stock|Q|N|N|100|N|N
GENE|Genetic Technologies Ltd - American Depositary Shares|S|N|N|100|N|N
GENK|GEN Restaurant Group, Inc. - Class A Common Stock|G|N|N|100|N|N
GENQ|Genesis Unicorn Capital Corp. - Class A Common Stock|G|N|N|100|N|N
GENQU|Genesis Unicorn Capital Corp. - Unit|G|N|N|100|N|N
GENQW|Genesis Unicorn Capital Corp. - Warrants|G|N|N|100|N|N
GENY|Principal Millennial Global Growth ETF|G|N|N|100|Y|N
GEOS|Geospace Technologies Corporation - Common Stock|Q|N|N|100|N|N
GERN|Geron Corporation - Common Stock|Q|N|N|100|N|N
GEVO|Gevo, Inc. - Common Stock|S|N|N|100|N|N
GFAI|Guardforce AI Co., Limited - Ordinary Shares|S|N|N|100|N|N
GFAIW|Guardforce AI Co., Limited - Warrant|S|N|N|100|N|N
GFGD|The Growth for Good Acquisition Corporation - Class A Ordinary Shares|G|N|N|100|N|N
GFGDR|The Growth for Good Acquisition Corporation - Right|G|N|N|100|N|N
GFGDU|The Growth for Good Acquisition Corporation - Unit|G|N|N|100|N|N
GFGDW|The Growth for Good Acquisition Corporation - Warrant|G|N|N|100|N|N
GFGF|Guru Favorite Stocks ETF|G|N|N|100|Y|N
GFS|GlobalFoundries Inc. - Ordinary Share|Q|N|N|100|N|N
GGAA|Genesis Growth Tech Acquisition Corp. - Class A Ordinary Shares|G|N|E|100|N|N
GGAAU|Genesis Growth Tech Acquisition Corp. - Unit|G|N|E|100|N|N
GGAAW|Genesis Growth Tech Acquisition Corp. - Warrant|G|N|E|100|N|N
GGAL|Grupo Financiero Galicia S.A. - American Depositary Shares, Class B Shares underlying|S|N|N|100|N|N
GGE|Green Giant Inc. - Common Stock|S|N|N|100|N|N
GGLL|Direxion Daily GOOGL Bull 1.5X Shares|G|N|N|100|Y|N
GGLS|Direxion Daily GOOGL Bear 1X Shares|G|N|N|100|Y|N
GGR|Gogoro Inc. - Ordinary Shares|Q|N|N|100|N|N
GGROW|Gogoro Inc. - Warrant|Q|N|N|100|N|N
GH|Guardant Health, Inc. - Common Stock|Q|N|N|100|N|N
GHIX|Gores Holdings IX, Inc. - Class A Common Stock|G|N|N|100|N|N
GHIXU|Gores Holdings IX, Inc. - Unit|G|N|N|100|N|N
GHIXW|Gores Holdings IX, Inc. - Warrant|G|N|N|100|N|N
GHRS|GH Research PLC - Ordinary Shares|G|N|N|100|N|N
GHSI|Guardion Health Sciences, Inc. - Common Stock|S|N|N|100|N|N
GIA|GigCapital 5, Inc. - Common Stock|G|N|N|100|N|N
GIFI|Gulf Island Fabrication, Inc. - Common Stock|Q|N|N|100|N|N
GIGM|GigaMedia Limited - Ordinary Shares|S|N|N|100|N|N
GIII|G-III Apparel Group, LTD. - Common Stock|Q|N|N|100|N|N
GILD|Gilead Sciences, Inc. - Common Stock|Q|N|N|100|N|N
GILT|Gilat Satellite Networks Ltd. - Ordinary Shares|Q|N|N|100|N|N
GIPR|Generation Income Properties Inc. - Common stock|S|N|N|100|N|N
GIPRW|Generation Income Properties Inc. - Warrant|S|N|N|100|N|N
GLAD|Gladstone Capital Corporation - Closed End Fund|Q|N|N|100|N|N
GLBE|Global-E Online Ltd. - ordinary shares|Q|N|N|100|N|N
